time,temp
05-12-2025 18:26:16,42.70759993825165
05-12-2025 18:26:21,42.66964852472573
05-12-2025 18:26:26,42.63155341632319
05-12-2025 18:26:31,42.59331461304403
05-12-2025 18:26:36,42.554932114888246
05-12-2025 18:26:41,42.51640592185584
05-12-2025 18:26:46,42.47773603394681
05-12-2025 18:26:51,42.43892929377433
05-12-2025 18:26:56,42.399985701338395
05-12-2025 18:27:01,42.36090297576796
05-12-2025 18:27:06,42.32167655532089
05-12-2025 18:27:11,42.28231100173932
05-12-2025 18:27:16,42.24280631502324
05-12-2025 18:27:21,42.2031602143016
05-12-2025 18:27:26,42.16337498044544
05-12-2025 18:27:31,42.12344605171266
05-12-2025 18:27:36,42.08337570897432
05-12-2025 18:27:41,42.043163952230415
05-12-2025 18:27:46,42.00280621973882
05-12-2025 18:27:51,41.9623002306285
05-12-2025 18:27:56,41.92165054664155
05-12-2025 18:28:01,41.88085260603586
05-12-2025 18:28:06,41.83990640881144
05-12-2025 18:28:11,41.79881423583933
05-12-2025 18:28:16,41.75757380624848
05-12-2025 18:28:21,41.7161851200389
05-12-2025 18:28:26,41.67464589633952
05-12-2025 18:28:31,41.632956135150344
05-12-2025 18:28:36,41.59111811734243
05-12-2025 18:28:41,41.549129562044726
05-12-2025 18:28:46,41.50699731187039
05-12-2025 18:28:51,41.4647236476905
05-12-2025 18:28:56,41.422306288633976
05-12-2025 18:29:01,41.379745234700835
05-12-2025 18:29:06,41.33703592414895
05-12-2025 18:29:11,41.294182918720445
05-12-2025 18:29:16,41.251181656673204
05-12-2025 18:29:21,41.208036699749336
05-12-2025 18:29:26,41.16474576707779
05-12-2025 18:29:31,41.12130885865856
05-12-2025 18:29:36,41.07772597449165
05-12-2025 18:29:41,41.033994833706004
05-12-2025 18:29:46,40.99011771717268
05-12-2025 18:29:51,40.94609234402061
05-12-2025 18:29:56,40.90191643337875
05-12-2025 18:30:01,40.857592266118154
05-12-2025 18:30:06,40.81311870180329
05-12-2025 18:30:11,40.768494599998625
05-12-2025 18:30:16,40.72371882026864
05-12-2025 18:30:21,40.67907305018893
05-12-2025 18:30:26,40.634737478573044
05-12-2025 18:30:31,40.59058437664176
05-12-2025 18:30:36,40.546584093071324
05-12-2025 18:30:41,40.50275031308809
05-12-2025 18:30:46,40.459087598434174
05-12-2025 18:30:51,40.41559822998062
05-12-2025 18:30:56,40.37227308424321
05-12-2025 18:31:01,40.32911216122194
05-12-2025 18:31:06,40.28611546091681
05-12-2025 18:31:11,40.243278421585714
05-12-2025 18:31:16,40.20060104322864
05-12-2025 18:31:21,40.15808332584558
05-12-2025 18:31:26,40.11572070769444
05-12-2025 18:31:31,40.073513188775216
05-12-2025 18:31:36,40.031458488216835
05-12-2025 18:31:41,39.98954292079297
