time,temp
05-12-2025 18:14:36,50.02525012593046
05-12-2025 18:14:41,49.87532619044925
05-12-2025 18:14:46,49.736897845097886
05-12-2025 18:14:51,49.598476342359696
05-12-2025 18:14:56,49.46521188908254
05-12-2025 18:15:01,49.33413479114953
05-12-2025 18:15:06,49.206549706805575
05-12-2025 18:15:11,49.08265051009055
05-12-2025 18:15:16,48.96292302653972
05-12-2025 18:15:21,48.84632261720873
05-12-2025 18:15:26,48.73356091386753
05-12-2025 18:15:31,48.62372784896418
05-12-2025 18:15:36,48.51650410055061
05-12-2025 18:15:41,48.41186229817415
05-12-2025 18:15:46,48.31132150195909
05-12-2025 18:15:51,48.21329650652047
05-12-2025 18:15:56,48.117655021336944
05-12-2025 18:16:01,48.02479163710147
05-12-2025 18:16:06,47.93484092520643
05-12-2025 18:16:11,47.8467742128049
05-12-2025 18:16:16,47.76137155779854
05-12-2025 18:16:21,47.67780500399347
05-12-2025 18:16:26,47.59667442047783
05-12-2025 18:16:31,47.51842685797888
05-12-2025 18:16:36,47.44167098515154
05-12-2025 18:16:41,47.36671700045963
05-12-2025 18:16:46,47.29388650672227
05-12-2025 18:16:51,47.22326845791069
05-12-2025 18:16:56,47.15451844249521
05-12-2025 18:17:01,47.088122286011085
05-12-2025 18:17:06,47.023384322785766
05-12-2025 18:17:11,46.958990771090136
05-12-2025 18:17:16,46.896875809580955
05-12-2025 18:17:21,46.836628881467874
05-12-2025 18:17:26,46.77793522654496
05-12-2025 18:17:31,46.72022006530572
05-12-2025 18:17:36,46.66382096666666
05-12-2025 18:17:41,46.609470090237245
05-12-2025 18:17:46,46.55653107299243
05-12-2025 18:17:51,46.50454545984965
05-12-2025 18:17:56,46.452936190431366
05-12-2025 18:18:01,46.403311278833115
05-12-2025 18:18:06,46.35493172283226
05-12-2025 18:18:11,46.30716115940376
05-12-2025 18:18:16,46.26117879888435
05-12-2025 18:18:21,46.21587841881114
05-12-2025 18:18:26,46.17090648417021
05-12-2025 18:18:31,46.126094210503304
05-12-2025 18:18:36,46.08153511352378
05-12-2025 18:18:41,46.03753939169546
05-12-2025 18:18:46,45.993837902233565
05-12-2025 18:18:51,45.95041924078279
05-12-2025 18:18:56,45.90720357685615
05-12-2025 18:19:01,45.864489704562146
05-12-2025 18:19:06,45.82206550289246
05-12-2025 18:19:11,45.77992869097601
05-12-2025 18:19:16,45.7381978741078
05-12-2025 18:19:21,45.6966974252164
05-12-2025 18:19:26,45.65570789144188
05-12-2025 18:19:31,45.61491223170725
05-12-2025 18:19:36,45.574684508865936
05-12-2025 18:19:41,45.5347054009699
05-12-2025 18:19:46,45.4951208837668
05-12-2025 18:19:51,45.45599482164627
05-12-2025 18:19:56,45.417099127502546
05-12-2025 18:20:01,45.37852503617793
05-12-2025 18:20:06,45.34022236850916
05-12-2025 18:20:11,45.302250427143726
05-12-2025 18:20:16,45.26458868424211
05-12-2025 18:20:21,45.22723713980432
05-12-2025 18:20:26,45.190195793830355
05-12-2025 18:20:31,45.153469208062326
05-12-2025 18:20:36,45.116904564139375
05-12-2025 18:20:41,45.08033307760326
05-12-2025 18:20:46,45.043757029325015
05-12-2025 18:20:51,45.00722431759687
05-12-2025 18:20:56,44.97075547025834
05-12-2025 18:21:01,44.93434820643836
05-12-2025 18:21:06,44.8980093687501
05-12-2025 18:21:11,44.86174123806463
05-12-2025 18:21:16,44.825548376124054
05-12-2025 18:21:21,44.789435344670494
05-12-2025 18:21:26,44.753397581961835
05-12-2025 18:21:31,44.717409998416436
05-12-2025 18:21:36,44.6814725940343
05-12-2025 18:21:41,44.64558764968649
05-12-2025 18:21:46,44.609755165373
05-12-2025 18:21:51,44.57398198370701
05-12-2025 18:21:56,44.53827266643062
05-12-2025 18:22:01,44.50263177528597
05-12-2025 18:22:06,44.46706387201515
05-12-2025 18:22:11,44.43157351836029
05-12-2025 18:22:16,44.39616071432138
05-12-2025 18:22:21,44.360832302511604
05-12-2025 18:22:26,44.32559056380201
05-12-2025 18:22:31,44.290437779063666
05-12-2025 18:22:36,44.25537622916762
05-12-2025 18:22:41,44.22040591411386
05-12-2025 18:22:46,44.18553139564453
05-12-2025 18:22:51,44.15075723550173
05-12-2025 18:22:56,44.11608343368545
05-12-2025 18:23:01,44.08151227106677
05-12-2025 18:23:06,44.047041466774616
05-12-2025 18:23:11,44.01267786342216
05-12-2025 18:23:16,43.97842146100942
05-12-2025 18:23:21,43.94427225953637
05-12-2025 18:23:26,43.91023025900303
05-12-2025 18:23:31,43.8763000211515
05-12-2025 18:23:36,43.84247926511074
05-12-2025 18:23:41,43.8087702717518
05-12-2025 18:23:46,43.77517076020361
05-12-2025 18:23:51,43.7416852922083
05-12-2025 18:23:56,43.70831158689481
05-12-2025 18:24:01,43.6747508501546
05-12-2025 18:24:06,43.64100992460085
05-12-2025 18:24:11,43.60708424849144
05-12-2025 18:24:16,43.57299891140801
05-12-2025 18:24:21,43.5387561942216
05-12-2025 18:24:26,43.50435381606117
05-12-2025 18:24:31,43.46978949605566
05-12-2025 18:24:36,43.43506095333401
05-12-2025 18:24:41,43.40017274963833
05-12-2025 18:24:46,43.365122604097564
05-12-2025 18:24:51,43.32991507845384
05-12-2025 18:24:56,43.294545610965024
05-12-2025 18:25:01,43.25901648250218
05-12-2025 18:25:06,43.22332997393637
05-12-2025 18:25:11,43.18748380439654
05-12-2025 18:25:16,43.1514825356248
05-12-2025 18:25:21,43.11532388675009
05-12-2025 18:25:26,43.07901013864346
05-12-2025 18:25:31,43.04254357217599
05-12-2025 18:25:36,43.00592418734766
05-12-2025 18:25:41,42.96915426502954
05-12-2025 18:25:46,42.932233805221614
05-12-2025 18:25:51,42.895165088794954
05-12-2025 18:25:56,42.8579458348785
05-12-2025 18:26:01,42.82057832434331
05-12-2025 18:26:06,42.78306483806043
05-12-2025 18:26:11,42.74540537602988
